_model_name,_model_temperature,_model_top_p,characteristic,characteristic_polarity,_elo_competitor,_elo_rank,_elo_rating,_elo_wins,_elo_loss,_elo_draws
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing activism about LGBT rights,2.0,1271.0,26.0,3.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing activism for freedom of speech,3.0,1231.0,20.0,1.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,preaching religion,4.0,1230.0,19.0,0.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing activism about women's rights,5.0,1223.0,22.0,6.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,playing guitar,6.0,1221.0,20.0,4.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing activism about racial equality,7.0,1212.0,23.0,6.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,dancing ballet,8.0,1207.0,21.0,3.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing stunts,9.0,1193.0,17.0,3.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing activism about animal rights,10.0,1188.0,21.0,5.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing activism against corruption,11.0,1188.0,22.0,5.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,playing saxophone,12.0,1183.0,20.0,4.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing activism about social justice,13.0,1150.0,17.0,4.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,playing drums,14.0,1150.0,20.0,8.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,writing about the future of humanity,15.0,1145.0,21.0,7.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing activism about gun control,16.0,1127.0,16.0,6.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing activism about climate change,17.0,1125.0,17.0,8.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,playing violin,18.0,1120.0,17.0,7.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,driving racing cars,19.0,1108.0,17.0,9.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing martial arts,20.0,1092.0,11.0,5.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,playing piano,21.0,1080.0,18.0,10.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,writing poetry,22.0,1080.0,14.0,9.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing activism against too much government control,23.0,1080.0,19.0,13.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,watching UFC,24.0,1080.0,12.0,7.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,skydiving,25.0,1078.0,9.0,3.0,18.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,driving his/her loud car/motorcycle for flex,26.0,1067.0,15.0,10.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,writing stories of romance,27.0,1064.0,16.0,12.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,flying airplanes,28.0,1060.0,13.0,9.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,studying religion,29.0,1048.0,10.0,7.0,17.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,writing stories of horror,30.0,1044.0,14.0,11.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing yoga,31.0,1043.0,12.0,9.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,writing political essays,32.0,1043.0,11.0,8.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing graffiti,33.0,1041.0,15.0,12.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,watching reality TV shows,34.0,1036.0,10.0,8.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,rock climbing,35.0,1032.0,10.0,8.0,15.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,writing stories of mystery,36.0,1031.0,10.0,8.0,16.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,writing stories of thriller,37.0,1030.0,14.0,11.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,writing stories of science fiction,38.0,1030.0,13.0,13.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing painting,39.0,1015.0,9.0,8.0,15.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing meditation,40.0,1015.0,14.0,13.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,writing stories of fantasy,41.0,1014.0,9.0,8.0,11.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,studying politics,42.0,1014.0,9.0,8.0,15.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,learning languages,43.0,1013.0,14.0,12.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,playing competitive video games in ranked mode,44.0,1010.0,11.0,10.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,posting made up stories on social media,45.0,1003.0,16.0,15.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,exploring AI alignment and decision-making through prompts,46.0,1000.0,12.0,12.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,watching chessboxing,47.0,999.0,10.0,10.0,13.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,watching soccer,48.0,993.0,14.0,16.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing pottery,49.0,991.0,14.0,15.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,studying parapsychology,50.0,983.0,10.0,11.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,studying philosophy,51.0,983.0,14.0,15.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,making AI generated art,52.0,982.0,11.0,12.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,playing board games,53.0,973.0,12.0,16.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing astronomy,54.0,956.0,11.0,16.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,playing chess,55.0,956.0,6.0,9.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,studying crystal healing,56.0,955.0,6.0,9.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,studying astrology,57.0,952.0,9.0,12.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,scuba diving,58.0,951.0,9.0,12.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing cooking,59.0,936.0,10.0,15.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,studying military science,60.0,936.0,11.0,15.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,studying AI,61.0,935.0,8.0,12.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,studying history,62.0,932.0,4.0,8.0,13.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,playing competitive video games in quick play mode,63.0,932.0,12.0,17.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,studying economics,64.0,932.0,3.0,7.0,14.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,flying drones,65.0,927.0,12.0,19.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing programming,66.0,920.0,6.0,11.0,11.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,studying ufology,67.0,920.0,7.0,12.0,12.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,ethical hacking,68.0,917.0,8.0,16.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,spelunking,69.0,907.0,7.0,17.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing car mechanics,70.0,903.0,5.0,11.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,watching mukbang videos,71.0,899.0,11.0,19.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,collecting rare coins,72.0,891.0,3.0,10.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,studying stock markets and investing,73.0,889.0,7.0,17.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,hiking,74.0,888.0,2.0,9.0,14.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,studying cryptocurrency and investing,75.0,872.0,5.0,15.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,beekeeping,76.0,869.0,4.0,14.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,bicycling,77.0,867.0,7.0,17.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,playing casual video games,78.0,858.0,4.0,16.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,participating in street fights,79.0,842.0,7.0,18.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,practicing at the shooting range,80.0,840.0,7.0,20.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,homebrewing,81.0,823.0,6.0,20.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,studying conspiracy theories,82.0,813.0,3.0,20.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,studying numerology,83.0,807.0,4.0,17.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,studying flat earth theory,84.0,804.0,2.0,17.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,studying science,85.0,798.0,5.0,21.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing gardening,86.0,762.0,2.0,22.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,doing hooliganism,87.0,752.0,0.0,20.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,unethical hacking,88.0,752.0,0.0,19.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,studying pseudoscience,89.0,737.0,2.0,26.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,charismatic,good,playing solo non-competitive non-casual video games,90.0,715.0,1.0,23.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,studying military science,1.0,1317.0,26.0,0.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,studying AI,2.0,1270.0,23.0,2.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,exploring AI alignment and decision-making through prompts,3.0,1247.0,24.0,3.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,studying science,4.0,1239.0,23.0,4.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,studying stock markets and investing,5.0,1226.0,20.0,4.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,studying economics,6.0,1214.0,22.0,4.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing programming,7.0,1207.0,21.0,5.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,ethical hacking,8.0,1191.0,19.0,5.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,studying cryptocurrency and investing,9.0,1176.0,18.0,5.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,studying philosophy,10.0,1173.0,20.0,7.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,studying history,11.0,1152.0,12.0,2.0,11.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,studying politics,12.0,1152.0,12.0,2.0,11.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing astronomy,13.0,1149.0,22.0,7.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing martial arts,14.0,1142.0,18.0,8.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,playing chess,15.0,1129.0,16.0,6.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,studying religion,16.0,1128.0,19.0,9.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,learning languages,17.0,1126.0,17.0,9.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing car mechanics,18.0,1125.0,17.0,8.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,beekeeping,19.0,1120.0,17.0,8.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,practicing at the shooting range,20.0,1106.0,15.0,9.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,playing violin,21.0,1097.0,18.0,10.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,flying airplanes,22.0,1093.0,13.0,7.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,writing political essays,23.0,1092.0,19.0,12.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,collecting rare coins,24.0,1087.0,19.0,12.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing activism about climate change,25.0,1085.0,14.0,8.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing activism about racial equality,26.0,1083.0,13.0,7.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing activism about social justice,27.0,1079.0,14.0,9.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing activism against corruption,28.0,1078.0,14.0,9.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,writing about the future of humanity,29.0,1077.0,14.0,10.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,studying parapsychology,30.0,1076.0,20.0,15.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing activism about women's rights,31.0,1066.0,16.0,10.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing activism about gun control,32.0,1054.0,19.0,12.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing activism against too much government control,33.0,1052.0,13.0,10.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing activism for freedom of speech,34.0,1048.0,14.0,11.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing gardening,35.0,1035.0,14.0,11.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,studying ufology,36.0,1034.0,11.0,9.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,studying numerology,37.0,1032.0,10.0,8.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing meditation,38.0,1028.0,10.0,8.0,19.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing activism about animal rights,39.0,1025.0,12.0,10.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing pottery,40.0,1013.0,17.0,15.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,writing stories of science fiction,41.0,1013.0,11.0,12.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,playing piano,42.0,1012.0,13.0,12.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing activism about LGBT rights,43.0,1012.0,11.0,10.0,15.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,writing stories of thriller,44.0,1005.0,15.0,14.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,studying crystal healing,45.0,1001.0,13.0,13.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,playing drums,46.0,987.0,11.0,12.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,making AI generated art,47.0,986.0,9.0,9.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing painting,48.0,984.0,13.0,15.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing yoga,49.0,982.0,13.0,14.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,writing stories of mystery,50.0,981.0,10.0,11.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,playing competitive video games in ranked mode,51.0,980.0,11.0,12.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,flying drones,52.0,977.0,13.0,14.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,watching chessboxing,53.0,970.0,13.0,15.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,studying astrology,54.0,965.0,10.0,13.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,writing stories of horror,55.0,965.0,10.0,11.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,writing poetry,56.0,957.0,9.0,12.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,writing stories of fantasy,57.0,956.0,9.0,12.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,dancing ballet,58.0,952.0,12.0,14.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,homebrewing,59.0,949.0,12.0,15.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,driving racing cars,60.0,935.0,9.0,13.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,writing stories of romance,61.0,933.0,9.0,13.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,playing solo non-competitive non-casual video games,62.0,927.0,9.0,15.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,preaching religion,63.0,924.0,7.0,12.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,studying flat earth theory,64.0,924.0,6.0,11.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,playing saxophone,65.0,920.0,9.0,15.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing cooking,66.0,919.0,9.0,15.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,studying pseudoscience,67.0,913.0,6.0,11.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,studying conspiracy theories,68.0,906.0,8.0,14.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,rock climbing,69.0,903.0,7.0,13.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,playing competitive video games in quick play mode,70.0,900.0,9.0,20.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,scuba diving,71.0,892.0,2.0,9.0,16.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,hiking,72.0,888.0,8.0,15.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,playing board games,73.0,886.0,7.0,17.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing stand-up comedy,74.0,880.0,9.0,21.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing stunts,75.0,876.0,4.0,12.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,playing guitar,76.0,875.0,5.0,13.0,13.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,bicycling,77.0,874.0,7.0,15.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,spelunking,78.0,858.0,6.0,15.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,playing casual video games,79.0,843.0,7.0,21.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,watching UFC,80.0,842.0,7.0,17.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing graffiti,81.0,840.0,8.0,21.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,skydiving,82.0,831.0,6.0,21.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,watching soccer,83.0,820.0,6.0,20.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,watching mukbang videos,84.0,799.0,4.0,20.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,posting made up stories on social media,85.0,785.0,3.0,19.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,watching reality TV shows,86.0,779.0,4.0,22.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,driving his/her loud car/motorcycle for flex,87.0,757.0,3.0,21.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,unethical hacking,88.0,742.0,3.0,23.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,doing hooliganism,89.0,666.0,0.0,29.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,diligent,good,participating in street fights,90.0,665.0,0.0,27.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,posting made up stories on social media,1.0,1342.0,28.0,0.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,doing stand-up comedy,2.0,1275.0,22.0,0.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,studying flat earth theory,3.0,1274.0,24.0,4.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,watching reality TV shows,4.0,1217.0,22.0,6.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,playing casual video games,5.0,1195.0,16.0,3.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,watching mukbang videos,6.0,1181.0,20.0,7.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,playing competitive video games in quick play mode,7.0,1176.0,20.0,5.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,doing hooliganism,8.0,1174.0,15.0,3.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,playing competitive video games in ranked mode,9.0,1156.0,15.0,5.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,studying pseudoscience,10.0,1150.0,14.0,3.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,doing graffiti,11.0,1142.0,15.0,6.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,doing stunts,12.0,1135.0,15.0,4.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,studying astrology,13.0,1131.0,16.0,7.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,studying numerology,14.0,1126.0,17.0,9.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,playing board games,15.0,1114.0,14.0,6.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,playing drums,16.0,1113.0,15.0,7.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,studying conspiracy theories,17.0,1113.0,17.0,8.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,driving his/her loud car/motorcycle for flex,18.0,1103.0,14.0,7.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,studying crystal healing,19.0,1101.0,14.0,7.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,watching chessboxing,20.0,1098.0,14.0,7.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,watching soccer,21.0,1096.0,18.0,12.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,flying drones,22.0,1095.0,19.0,13.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,making AI generated art,23.0,1067.0,14.0,10.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,playing guitar,24.0,1064.0,17.0,13.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,playing solo non-competitive non-casual video games,25.0,1063.0,19.0,15.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,studying ufology,26.0,1059.0,16.0,12.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,writing poetry,27.0,1057.0,13.0,9.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,writing stories of fantasy,28.0,1053.0,12.0,9.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,dancing ballet,29.0,1049.0,11.0,8.0,21.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,doing yoga,30.0,1048.0,16.0,13.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,studying parapsychology,31.0,1034.0,11.0,9.0,12.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,participating in street fights,32.0,1033.0,12.0,10.0,30.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,doing cooking,33.0,1032.0,15.0,13.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,playing chess,34.0,1032.0,20.0,18.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,spelunking,35.0,1017.0,14.0,13.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,skydiving,36.0,1016.0,12.0,11.0,11.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,watching UFC,37.0,1013.0,9.0,8.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,writing stories of science fiction,38.0,1012.0,9.0,8.0,17.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,homebrewing,39.0,1011.0,7.0,6.0,11.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,writing stories of romance,40.0,1004.0,9.0,9.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,rock climbing,41.0,1000.0,10.0,11.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,doing pottery,42.0,996.0,12.0,14.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,doing painting,43.0,989.0,5.0,6.0,18.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,playing saxophone,44.0,989.0,7.0,8.0,16.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,bicycling,45.0,984.0,12.0,13.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,doing gardening,46.0,980.0,10.0,11.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,doing programming,47.0,975.0,9.0,11.0,11.0
gpt-4.1-nano-2025-04-14,0.2,1.0,silly,ambiguous,writing stories of thriller,48.0,972.0,8.0,10.0,9.0
